núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
4148,2018,7,20,4,3,6,4,101,1,19,1,23,3,3,5,9,1,12,999,1,9999,99,1
4149,2018,7,20,4,3,6,4,101,1,19,1,999,16,12,18,9,9,4,6,5,9999,99,1
4150,2018,7,1,1,1,6,4,113,1,99,1,26,4,4,6,9,1,4,999,1,9999,99,2
4151,2018,7,6,2,1,6,4,2212,22,99,1,42,7,7,9,9,1,5,999,2,9999,99,3
4152,2018,7,14,3,2,6,4,1902,19,99,2,24,3,3,5,9,1,4,67,5,2016,5,2
4153,2018,7,19,4,3,6,4,1202,12,99,1,20,3,3,5,9,1,9,999,2,9999,99,2
4154,2018,7,19,4,3,6,4,1319,13,99,1,62,11,11,13,9,1,3,999,99,9999,99,2
4155,2018,7,17,3,2,6,4,1617,16,99,1,18,2,2,4,1,1,3,52,10,2012,5,1
4156,2018,7,17,3,2,6,4,1617,16,99,1,35,6,6,8,1,1,4,6,1,2015,5,1
4157,2018,7,11,2,1,6,4,1503,15,99,1,52,9,9,11,9,1,5,999,2,9999,99,1
4158,2018,7,11,2,1,6,4,1503,15,99,1,28,4,4,6,9,1,4,999,5,9999,99,1
4159,2018,7,16,3,2,6,4,206,2,99,1,34,5,5,7,9,1,5,84,2,2016,5,1
4160,2018,7,16,3,2,6,4,206,2,99,1,28,4,4,6,1,1,4,76,3,2017,5,1
4161,2018,8,10,2,1,6,5,101,1,5,1,32,5,5,7,1,1,2,999,1,2014,5,1
4162,2018,8,10,2,1,6,5,101,1,5,1,34,5,5,7,1,1,2,3,99,2018,5,1
4163,2018,8,19,4,3,6,5,1609,16,99,1,19,2,2,4,1,1,22,999,5,9999,99,3
4164,2018,8,12,3,2,6,5,1901,19,99,1,59,10,10,12,1,1,9,69,3,2008,4,1
4165,2018,8,12,3,2,6,5,1901,19,99,1,23,3,3,5,1,1,4,32,3,2018,5,1
4166,2018,8,17,3,2,6,5,602,6,99,1,20,3,3,5,1,1,4,67,4,2006,4,1
4167,2018,8,17,3,2,6,5,602,6,99,9,999,16,12,18,9,9,1,48,3,9999,99,1
4168,2018,8,22,4,3,6,5,1406,14,99,1,32,5,5,7,1,1,2,31,99,9999,99,1
4169,2018,8,22,4,3,6,5,1406,14,99,1,38,6,6,8,1,1,3,999,99,9999,99,1
4170,2018,8,22,4,3,6,5,117,1,99,1,25,4,4,6,2,1,1,69,99,9999,99,2
4171,2018,8,17,3,2,6,5,109,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
4172,2018,8,17,3,2,6,5,109,1,99,1,999,16,12,18,1,1,4,999,99,9999,99,1
4173,2018,8,15,3,2,6,5,1504,15,99,1,41,7,7,9,1,1,3,69,3,9999,99,3
4174,2018,8,16,3,2,6,5,403,4,99,1,39,6,6,8,1,1,12,999,2,9999,99,3
4175,2018,8,23,4,3,6,5,101,1,6,9,999,16,12,18,9,9,99,999,99,9999,99,1
4176,2018,8,23,4,3,6,5,101,1,6,2,25,4,4,6,1,1,4,999,99,9999,99,1
4177,2018,8,21,4,3,6,5,501,5,99,1,43,7,7,9,1,1,22,999,99,9999,99,1
4178,2018,8,21,4,3,6,5,501,5,99,9,999,16,12,18,9,9,2,28,99,9999,99,1
4179,2018,9,2,1,1,6,6,117,1,99,2,34,5,5,7,1,1,1,27,7,2003,4,1
4180,2018,9,2,1,1,6,6,117,1,99,1,30,5,5,7,1,1,4,27,5,2009,4,1
4181,2018,9,21,4,3,6,6,511,5,99,1,27,4,4,6,1,1,12,30,2,2007,4,1
4182,2018,9,21,4,3,6,6,511,5,99,1,999,16,12,18,1,1,1,41,2,2003,4,1
4183,2018,9,9,2,1,6,6,513,5,99,9,999,16,12,18,9,9,3,999,99,9999,99,1
4184,2018,9,9,2,1,6,6,513,5,99,1,34,5,5,7,1,1,4,18,2,9999,99,1
4185,2018,9,8,2,1,6,6,1609,16,99,1,24,3,3,5,1,1,12,69,2,9999,99,1
4186,2018,9,8,2,1,6,6,1609,16,99,1,58,10,10,12,1,1,4,2,1,9999,99,1
4187,2018,9,12,3,2,6,6,1616,16,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
4188,2018,9,12,3,2,6,6,1616,16,99,1,46,8,8,10,1,1,4,999,99,9999,99,1
4189,2018,9,21,4,3,6,6,1501,15,99,1,28,4,4,6,9,1,4,6,5,9999,99,1
4190,2018,9,21,4,3,6,6,1501,15,99,1,33,5,5,7,2,1,4,999,5,9999,99,1
4191,2018,9,20,4,3,6,6,1804,18,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
4192,2018,9,20,4,3,6,6,1804,18,99,2,32,5,5,7,9,1,4,27,99,9999,99,1
4193,2018,10,1,1,1,6,7,1508,15,99,1,20,3,3,5,1,1,4,6,1,9999,99,2
4194,2018,10,1,1,1,6,7,1508,15,99,9,999,16,12,18,9,9,5,26,99,9999,99,2
4195,2018,10,22,4,3,6,7,101,1,4,1,25,4,4,6,9,1,4,6,5,9999,99,2
4196,2018,10,8,2,1,6,7,2001,20,99,1,21,3,3,5,9,1,2,999,99,9999,99,2
4197,2018,10,19,4,3,6,7,1420,14,99,1,999,16,12,18,9,9,3,69,9,9999,99,2
4198,2018,10,23,4,3,6,7,1901,19,99,1,23,3,3,5,9,1,2,999,10,9999,99,2
4199,2018,10,17,3,2,6,7,501,5,99,1,42,7,7,9,9,1,4,6,5,9999,99,1
4200,2018,10,17,3,2,6,7,501,5,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
4201,2018,10,1,1,1,6,7,101,1,11,1,999,16,12,18,9,1,4,999,5,9999,99,2
4202,2018,10,2,1,1,6,7,101,1,7,1,26,4,4,6,9,1,4,999,5,9999,99,2
4203,2018,11,8,2,1,6,1,101,1,12,1,43,7,7,9,9,1,3,56,4,9999,99,1
4204,2018,11,8,2,1,6,1,101,1,12,1,20,3,3,5,9,1,4,3,1,2018,5,1
4205,2018,11,20,4,3,6,1,101,1,6,1,22,3,3,5,9,1,4,999,99,9999,99,1
4206,2018,11,20,4,3,6,1,101,1,6,1,23,3,3,5,9,1,4,999,99,9999,99,1
4207,2018,11,9,2,1,6,1,106,1,99,1,32,5,5,7,9,1,4,27,5,9999,99,1
4208,2018,11,9,2,1,6,1,106,1,99,1,24,3,3,5,9,1,4,32,1,9999,99,1
4209,2018,11,13,3,2,6,1,109,1,99,1,20,3,3,5,9,1,1,69,6,9999,99,1
4210,2018,11,13,3,2,6,1,109,1,99,1,45,8,8,10,9,1,4,6,5,9999,99,1
4211,2018,11,21,4,3,6,1,112,1,99,1,18,2,2,4,9,1,4,6,1,9999,99,1
4212,2018,11,21,4,3,6,1,112,1,99,1,26,4,4,6,9,1,1,48,6,9999,99,1
4213,2018,11,8,2,1,6,1,113,1,99,2,21,3,3,5,9,1,1,999,99,9999,99,1
4214,2018,11,8,2,1,6,1,113,1,99,1,48,8,8,10,9,1,4,6,5,9999,99,1
4215,2018,11,21,4,3,6,1,801,8,99,1,29,4,4,6,9,1,3,69,3,9999,99,3
4216,2018,11,18,4,3,6,1,205,2,99,1,22,3,3,5,9,1,1,999,99,9999,99,3
4217,2018,11,22,4,3,6,1,1801,18,99,1,38,6,6,8,9,1,4,999,7,9999,99,1
4218,2018,11,22,4,3,6,1,1801,18,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
4219,2018,11,18,4,3,6,1,1801,18,99,1,18,2,2,4,9,1,4,6,7,2008,4,1
4220,2018,11,18,4,3,6,1,1801,18,99,1,34,5,5,7,9,1,4,6,99,9999,99,1
4221,2018,11,12,3,2,6,1,1401,14,99,1,25,4,4,6,9,1,2,69,2,9999,99,1
4222,2018,11,12,3,2,6,1,1401,14,99,1,24,3,3,5,9,1,2,34,7,2017,5,1
4223,2018,12,22,4,3,6,2,1801,18,99,1,57,10,10,12,9,1,3,999,99,9999,99,1
4224,2018,12,22,4,3,6,2,1801,18,99,1,14,1,1,3,9,2,4,999,99,9999,99,1
4225,2018,12,18,4,3,6,2,1805,18,99,9,999,16,12,18,9,9,99,999,99,9999,99,3
4226,2018,12,11,2,1,6,2,2215,22,99,1,26,4,4,6,1,1,6,19,6,9999,99,1
4227,2018,12,11,2,1,6,2,2215,22,99,1,54,9,9,11,9,1,4,67,5,9999,99,1
4228,2018,12,23,4,3,6,2,111,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
4229,2018,12,23,4,3,6,2,111,1,99,1,30,5,5,7,1,1,4,999,1,9999,99,1
4230,2018,12,19,4,3,6,2,101,1,7,1,34,5,5,7,1,1,1,10,3,9999,99,1
4231,2018,12,19,4,3,6,2,101,1,7,1,22,3,3,5,1,1,4,5,3,2010,5,1
4232,2018,12,17,3,2,6,2,117,1,99,1,28,4,4,6,1,1,6,19,2,2004,4,1
4233,2018,12,17,3,2,6,2,117,1,99,2,41,7,7,9,1,1,1,10,2,2007,4,1
4234,2018,12,21,4,3,6,2,110,1,99,1,999,16,12,18,1,1,6,999,2,1995,3,1
4235,2018,12,21,4,3,6,2,110,1,99,1,24,3,3,5,1,1,4,64,1,9999,99,1
4236,2018,13,20,4,3,6,3,1905,19,99,1,19,2,2,4,1,1,4,999,5,9999,99,1
4237,2018,13,20,4,3,6,3,1905,19,99,1,19,2,2,4,1,1,4,67,99,2018,5,1
4238,2018,13,12,3,2,6,3,109,1,99,1,37,6,6,8,1,1,5,52,2,9999,99,1
4239,2018,13,12,3,2,6,3,109,1,99,1,32,5,5,7,1,1,4,67,5,9999,99,1
4240,2018,13,15,3,2,6,3,501,5,99,1,54,9,9,11,1,1,1,21,1,1996,3,1
4241,2018,13,15,3,2,6,3,501,5,99,1,27,4,4,6,1,1,4,6,5,2014,5,1
4242,2018,13,16,3,2,6,3,2201,22,99,9,999,16,12,18,9,9,9,999,99,9999,99,3
4243,2018,14,3,1,1,6,4,117,1,99,1,45,8,8,10,2,1,2,23,4,9999,99,1
4244,2018,14,3,1,1,6,4,117,1,99,1,23,3,3,5,1,1,4,27,3,9999,99,1
4245,2018,14,8,2,1,6,4,601,6,99,1,47,8,8,10,1,1,9,69,4,2007,4,1
4246,2018,14,8,2,1,6,4,601,6,99,1,51,9,9,11,1,1,2,999,5,2004,4,1
4247,2018,14,16,3,2,6,4,1312,13,99,1,25,4,4,6,1,1,3,69,4,1992,3,1
4248,2018,14,16,3,2,6,4,1312,13,99,1,37,6,6,8,1,1,4,67,1,9999,99,1
4249,2018,14,13,3,2,6,4,2001,20,99,1,27,4,4,6,1,1,4,67,1,9999,99,2
4250,2018,14,13,3,2,6,4,2001,20,99,9,999,16,12,18,9,9,6,999,2,9999,99,1
4251,2018,14,15,3,2,6,4,107,1,99,2,23,3,3,5,1,1,2,28,1,9999,99,1
4252,2018,14,15,3,2,6,4,107,1,99,1,24,3,3,5,1,1,4,999,5,9999,99,1
4253,2018,14,23,4,3,6,4,501,5,99,1,31,5,5,7,2,1,1,48,4,9999,99,1
4254,2018,14,23,4,3,6,4,501,5,99,1,25,4,4,6,1,1,4,999,99,9999,99,1
4255,2018,14,15,3,2,6,4,406,4,99,1,34,5,5,7,1,1,12,999,99,9999,99,1
4256,2018,14,15,3,2,6,4,406,4,99,9,999,16,12,18,9,9,12,999,99,9999,99,1
4257,2018,14,20,4,3,6,4,501,5,99,1,34,5,5,7,9,1,4,999,99,9999,99,2
4258,2018,14,15,3,2,6,4,101,1,18,9,999,16,12,18,9,9,99,999,99,9999,99,1
4259,2018,14,15,3,2,6,4,101,1,18,1,22,3,3,5,9,1,4,999,99,9999,99,1
4260,2018,14,9,2,1,6,4,1001,10,99,1,25,4,4,6,9,1,99,999,99,9999,99,1
4261,2018,15,9,2,1,6,5,110,1,99,1,37,6,6,8,9,1,4,64,1,9999,99,1
4262,2018,15,9,2,1,6,5,110,1,99,1,23,3,3,5,9,1,4,18,5,9999,99,1
4263,2018,15,22,4,3,6,5,110,1,99,1,43,7,7,9,2,1,2,48,5,9999,99,1
4264,2018,15,22,4,3,6,5,110,1,99,2,38,6,6,8,1,1,4,77,1,9999,99,1
4265,2018,15,1,1,1,6,5,117,1,99,1,22,3,3,5,9,1,4,32,4,2013,5,2
4266,2018,15,16,3,2,6,5,117,1,99,1,39,6,6,8,9,1,5,31,2,1999,3,1
4267,2018,15,16,3,2,6,5,117,1,99,1,41,7,7,9,9,1,4,3,1,2008,4,1
4268,2018,15,17,3,2,6,5,117,1,99,1,25,4,4,6,9,1,4,67,3,9999,99,1
4269,2018,15,0,1,1,6,5,2102,21,99,1,29,4,4,6,2,1,99,999,3,1992,3,1
4270,2018,15,0,1,1,6,5,2102,21,99,1,32,5,5,7,1,1,3,52,6,2007,4,1
4271,2018,15,17,3,2,6,5,1903,19,99,1,46,8,8,10,1,1,3,69,2,9999,99,1
4272,2018,15,17,3,2,6,5,1903,19,99,9,999,16,12,18,9,9,2,999,2,9999,99,1
4273,2018,15,15,3,2,6,5,603,6,99,1,55,10,10,12,1,1,1,69,6,1995,3,1
4274,2018,15,15,3,2,6,5,603,6,99,1,31,5,5,7,1,1,4,999,5,9999,99,1
4275,2018,15,18,4,3,6,5,1001,10,99,1,47,8,8,10,1,1,6,30,2,9999,99,1
4276,2018,15,18,4,3,6,5,1001,10,99,1,50,9,9,11,1,1,3,69,4,1987,2,1
4277,2018,15,15,3,2,6,5,914,9,99,1,39,6,6,8,9,1,5,999,2,9999,99,1
4278,2018,15,15,3,2,6,5,914,9,99,1,33,5,5,7,9,1,3,69,5,9999,99,1
4279,2018,16,2,1,1,6,6,101,1,1,1,50,9,9,11,1,1,1,69,7,9999,99,1
4280,2018,16,2,1,1,6,6,101,1,1,1,20,3,3,5,1,1,4,999,5,9999,99,1
4281,2018,16,16,3,2,6,6,101,1,1,1,33,5,5,7,1,1,3,999,5,9999,99,1
4282,2018,16,16,3,2,6,6,101,1,1,1,40,7,7,9,1,1,1,27,9,2010,5,1
4283,2018,16,23,4,3,6,6,101,1,6,1,27,4,4,6,2,1,1,27,4,1995,3,2
4284,2018,16,0,1,1,6,6,101,1,5,1,27,4,4,6,2,1,1,48,4,2012,5,2
4285,2018,16,5,1,1,6,6,101,1,5,1,32,5,5,7,9,1,4,100,5,9999,99,1
4286,2018,16,5,1,1,6,6,101,1,5,1,37,6,6,8,1,1,6,57,2,1996,3,1
4287,2018,16,18,4,3,6,6,106,1,99,1,73,13,11,15,1,1,2,41,4,2010,5,1
4288,2018,16,18,4,3,6,6,106,1,99,1,27,4,4,6,1,1,4,32,7,2014,5,1
4289,2018,16,3,1,1,6,6,101,1,7,1,23,3,3,5,2,1,1,56,5,1996,3,1
4290,2018,16,3,1,1,6,6,101,1,7,1,24,3,3,5,2,1,1,69,4,2001,4,1
4291,2018,16,0,1,1,6,6,101,1,7,1,28,4,4,6,1,1,1,69,7,1985,2,1
4292,2018,16,0,1,1,6,6,101,1,7,1,999,16,12,18,9,9,4,999,99,9999,99,1
4293,2018,16,10,2,1,6,6,101,1,11,1,34,5,5,7,9,1,4,64,3,9999,99,2
4294,2018,16,1,1,1,6,6,109,1,99,1,24,3,3,5,1,1,1,27,8,9999,99,2
4295,2018,16,17,3,2,6,6,112,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
4296,2018,16,17,3,2,6,6,112,1,99,1,999,16,12,18,9,1,4,64,3,9999,99,1
4297,2018,16,3,1,1,6,6,117,1,99,1,43,7,7,9,2,1,4,67,5,2013,5,1
4298,2018,16,3,1,1,6,6,117,1,99,1,29,4,4,6,2,1,4,113,3,2006,4,1
4299,2018,16,18,4,3,6,6,117,1,99,1,25,4,4,6,2,1,1,52,3,9999,99,1
4300,2018,16,18,4,3,6,6,117,1,99,1,32,5,5,7,1,1,4,3,3,9999,99,1
4301,2018,16,19,4,3,6,6,113,1,99,1,20,3,3,5,9,1,1,48,3,2005,4,1
4302,2018,16,19,4,3,6,6,113,1,99,1,26,4,4,6,9,1,14,999,1,2005,4,1
4303,2018,16,18,4,3,6,6,2106,21,99,1,19,2,2,4,1,1,3,69,4,1989,2,1
4304,2018,16,18,4,3,6,6,2106,21,99,1,44,7,7,9,2,1,4,67,5,9999,99,1
4305,2018,16,8,2,1,6,6,2001,20,99,1,42,7,7,9,1,1,9,69,6,9999,99,1
4306,2018,16,8,2,1,6,6,2001,20,99,1,22,3,3,5,1,1,4,67,5,9999,99,1
4307,2018,16,13,3,2,6,6,917,9,99,2,37,6,6,8,1,1,1,999,2,9999,99,2
4308,2018,16,18,4,3,6,6,1608,16,99,1,35,6,6,8,9,1,4,32,2,9999,99,1
4309,2018,16,18,4,3,6,6,1608,16,99,1,43,7,7,9,9,1,4,76,3,9999,99,1
4310,2018,16,17,3,2,6,6,1703,17,99,1,26,4,4,6,1,1,4,67,5,9999,99,1
4311,2018,16,17,3,2,6,6,1703,17,99,2,24,3,3,5,1,1,2,28,4,9999,99,1
4312,2018,16,21,4,3,6,6,1701,17,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
4313,2018,16,21,4,3,6,6,1701,17,99,2,23,3,3,5,1,1,4,32,1,9999,99,1
4314,2018,16,0,1,1,6,6,713,7,99,1,70,13,11,15,9,1,9,56,4,9999,99,3
4315,2018,16,6,2,1,6,6,409,4,99,1,23,3,3,5,2,1,3,48,4,2004,4,2
4316,2018,16,11,2,1,6,6,412,4,99,1,43,7,7,9,1,1,5,30,2,1976,1,1
4317,2018,16,11,2,1,6,6,412,4,99,2,35,6,6,8,1,1,4,32,7,2017,5,1
4318,2018,16,0,1,1,6,6,309,3,99,1,999,16,12,18,9,1,3,52,3,9999,99,1
4319,2018,16,0,1,1,6,6,309,3,99,1,25,4,4,6,9,1,4,999,2,9999,99,1
4320,2018,17,10,2,1,6,7,101,1,9,1,32,5,5,7,1,1,2,69,4,2016,5,1
4321,2018,17,10,2,1,6,7,101,1,9,1,30,5,5,7,1,1,4,32,5,2015,5,1
4322,2018,17,20,4,3,6,7,101,1,1,1,37,6,6,8,1,1,12,159,6,2008,4,1
4323,2018,17,20,4,3,6,7,101,1,1,1,38,6,6,8,1,1,4,32,1,9999,99,1
4324,2018,17,3,1,1,6,7,101,1,6,1,38,6,6,8,2,1,9,48,4,2009,4,1
4325,2018,17,3,1,1,6,7,101,1,6,1,25,4,4,6,1,1,4,18,1,2017,5,1
4326,2018,17,22,4,3,6,7,101,1,6,1,54,9,9,11,9,1,2,31,11,1995,3,2
4327,2018,17,22,4,3,6,7,101,1,18,1,29,4,4,6,9,1,4,5,9,9999,99,2
4328,2018,17,13,3,2,6,7,101,1,13,1,32,5,5,7,9,1,1,69,8,9999,99,1
4329,2018,17,13,3,2,6,7,101,1,13,1,30,5,5,7,1,1,4,32,1,9999,99,1
4330,2018,17,1,1,1,6,7,101,1,12,1,26,4,4,6,2,1,1,28,4,9999,99,2
4331,2018,17,19,4,3,6,7,110,1,99,1,24,3,3,5,1,1,4,20,3,9999,99,1
4332,2018,17,19,4,3,6,7,110,1,99,1,21,3,3,5,1,1,4,100,7,9999,99,1
4333,2018,17,22,4,3,6,7,117,1,99,9,999,16,12,18,9,9,1,66,3,9999,99,2
4334,2018,17,7,2,1,6,7,2007,20,99,1,37,6,6,8,9,1,4,32,5,9999,99,2
4335,2018,17,0,1,1,6,7,510,5,99,1,39,6,6,8,9,1,3,17,2,1997,3,1
4336,2018,17,0,1,1,6,7,510,5,99,1,46,8,8,10,1,1,4,27,1,9999,99,1
4337,2018,17,0,1,1,6,7,1020,10,99,1,34,5,5,7,2,1,4,64,5,2016,5,4
4338,2018,17,12,3,2,6,7,1202,12,99,9,999,16,12,18,9,9,9,56,4,9999,99,1
4339,2018,17,12,3,2,6,7,1202,12,99,9,999,16,12,18,9,9,5,999,99,9999,99,1
4340,2018,17,0,1,1,6,7,1201,12,99,2,24,3,3,5,1,1,4,999,1,9999,99,4
4341,2018,17,18,4,3,6,7,1505,15,99,1,20,3,3,5,2,1,4,999,99,9999,99,4
4342,2018,17,0,1,1,6,7,201,2,99,1,25,4,4,6,9,1,4,999,5,9999,99,1
4343,2018,17,0,1,1,6,7,201,2,99,1,999,16,12,18,9,9,99,999,99,9999,99,1
4344,2018,17,2,1,1,6,7,1801,18,99,1,26,4,4,6,2,1,3,69,2,1986,2,1
4345,2018,17,2,1,1,6,7,1801,18,99,1,43,7,7,9,1,1,3,69,2,9999,99,1
4346,2018,17,15,3,2,6,7,1701,17,99,1,48,8,8,10,9,1,3,52,4,9999,99,1
4347,2018,17,15,3,2,6,7,1701,17,99,1,999,16,12,18,9,9,6,999,6,9999,99,1
4348,2018,17,15,3,2,6,7,1701,17,99,1,999,16,12,18,9,9,4,999,99,9999,99,1
4349,2018,17,15,3,2,6,7,1701,17,99,1,999,16,12,18,9,9,6,999,3,9999,99,1
4350,2018,18,3,1,1,6,1,101,1,3,9,999,16,12,18,9,9,99,999,99,9999,99,1
4351,2018,18,3,1,1,6,1,101,1,3,1,20,3,3,5,1,1,4,64,5,9999,99,1
4352,2018,18,0,1,1,6,1,101,1,10,1,24,3,3,5,1,1,4,2,2,9999,99,4
4353,2018,18,23,4,3,6,1,108,1,99,1,21,3,3,5,1,1,4,64,3,9999,99,4
4354,2018,18,11,2,1,6,1,101,1,12,2,27,4,4,6,1,1,1,27,2,2001,4,1
4355,2018,18,11,2,1,6,1,101,1,12,1,42,7,7,9,1,1,4,27,5,2012,5,1
4356,2018,18,17,3,2,6,1,111,1,99,1,22,3,3,5,1,1,1,52,4,9999,99,1
4357,2018,18,17,3,2,6,1,111,1,99,1,36,6,6,8,1,1,3,17,2,2016,5,1
4358,2018,18,17,3,2,6,1,111,1,99,1,42,7,7,9,1,1,99,999,99,9999,99,1
4359,2018,18,8,2,1,6,1,109,1,99,1,31,5,5,7,1,1,4,999,99,9999,99,1
4360,2018,18,8,2,1,6,1,109,1,99,9,999,16,12,18,9,9,99,999,5,9999,99,1
4361,2018,18,17,3,2,6,1,117,1,99,2,58,10,10,12,9,1,99,999,99,9999,99,1
4362,2018,18,17,3,2,6,1,117,1,99,1,30,5,5,7,1,1,4,32,1,2014,5,1
4363,2018,18,14,3,2,6,1,2101,21,99,2,999,16,12,18,1,1,1,27,4,9999,99,1
4364,2018,18,14,3,2,6,1,2101,21,99,1,17,2,2,4,1,2,4,999,99,9999,99,1
4365,2018,18,0,1,1,6,1,506,5,99,1,23,3,3,5,1,1,4,999,99,9999,99,2
4366,2018,18,13,3,2,6,1,201,2,99,1,26,4,4,6,1,1,3,31,2,2016,5,1
4367,2018,18,13,3,2,6,1,201,2,99,1,27,4,4,6,1,1,4,67,5,2017,5,1
4368,2018,18,14,3,2,6,1,312,3,99,2,45,8,8,10,9,1,4,999,99,9999,99,1
4369,2018,18,14,3,2,6,1,312,3,99,1,27,4,4,6,9,1,4,67,3,9999,99,1
4370,2018,18,18,4,3,6,1,507,5,99,9,999,16,12,18,9,9,12,999,99,9999,99,1
4371,2018,18,18,4,3,6,1,507,5,99,1,73,13,11,15,1,1,4,6,99,9999,99,1
4372,2018,19,15,3,2,6,2,101,1,6,2,18,2,2,4,9,1,2,28,9,2008,4,1
4373,2018,19,15,3,2,6,2,101,1,6,1,22,3,3,5,9,1,4,18,2,2017,5,1
4374,2018,19,17,3,2,6,2,1109,11,99,1,50,9,9,11,2,1,3,56,6,1998,3,1
4375,2018,19,17,3,2,6,2,1109,11,99,1,19,2,2,4,1,1,4,6,3,9999,99,1
4376,2018,19,18,4,3,6,2,1804,18,99,2,38,6,6,8,1,1,2,27,4,2003,4,1
4377,2018,19,18,4,3,6,2,1804,18,99,1,33,5,5,7,9,1,4,999,5,9999,99,1
4378,2018,19,16,3,2,6,2,1420,14,99,1,56,10,10,12,1,1,3,999,2,9999,99,1
4379,2018,19,16,3,2,6,2,1420,14,99,1,22,3,3,5,1,1,4,999,1,9999,99,1
4380,2018,19,20,4,3,6,2,706,7,99,1,18,2,2,4,1,1,1,48,11,2003,4,1
4381,2018,19,20,4,3,6,2,706,7,99,1,35,6,6,8,1,1,2,23,9,2005,4,1
4382,2018,20,10,2,1,6,3,101,1,1,1,47,8,8,10,9,1,1,69,2,2004,4,1
4383,2018,20,10,2,1,6,3,101,1,1,1,22,3,3,5,9,1,4,32,1,9999,99,1
4384,2018,20,19,4,3,6,3,101,1,1,1,23,3,3,5,1,1,4,64,6,2018,5,1
4385,2018,20,19,4,3,6,3,101,1,1,1,30,5,5,7,1,1,4,3,1,2013,5,1
4386,2018,20,14,3,2,6,3,101,1,18,1,25,4,4,6,1,1,11,28,2,2008,4,1
4387,2018,20,14,3,2,6,3,101,1,18,1,28,4,4,6,1,1,4,6,5,2016,5,1
4388,2018,20,10,2,1,6,3,101,1,5,9,999,16,12,18,9,9,1,999,99,9999,99,1
4389,2018,20,10,2,1,6,3,101,1,5,1,18,2,2,4,9,1,18,999,99,9999,99,1
4390,2018,20,4,1,1,6,3,101,1,11,1,30,5,5,7,9,1,2,56,2,1997,3,2
4391,2018,20,21,4,3,6,3,101,1,12,1,40,7,7,9,1,1,1,27,99,9999,99,2
4392,2018,20,1,1,1,6,3,117,1,99,1,23,3,3,5,1,1,12,7,1,9999,99,1
4393,2018,20,1,1,1,6,3,117,1,99,9,999,16,12,18,9,9,1,52,2,9999,99,1
4394,2018,20,12,3,2,6,3,902,9,99,1,21,3,3,5,1,1,1,69,99,1988,2,1
4395,2018,20,12,3,2,6,3,902,9,99,1,16,2,2,4,1,2,4,999,99,9999,99,1
4396,2018,20,0,1,1,6,3,1606,16,99,1,38,6,6,8,9,1,4,999,5,9999,99,2
4397,2018,20,20,4,3,6,3,1615,16,99,1,999,16,12,18,9,9,6,999,99,9999,99,1
4398,2018,20,20,4,3,6,3,1615,16,99,1,22,3,3,5,1,1,4,999,99,9999,99,1
4399,2018,20,11,2,1,6,3,1502,15,99,1,31,5,5,7,9,1,3,69,11,1984,2,1
4400,2018,20,11,2,1,6,3,1502,15,99,1,19,2,2,4,9,1,4,76,5,2015,5,1
4401,2018,20,21,4,3,6,3,201,2,99,1,28,4,4,6,2,1,4,64,5,9999,99,1
4402,2018,20,21,4,3,6,3,201,2,99,1,60,11,11,13,1,1,3,69,2,1999,3,1
4403,2018,20,9,2,1,6,3,701,7,99,1,22,3,3,5,1,1,5,41,2,2018,5,1
4404,2018,20,9,2,1,6,3,701,7,99,1,22,3,3,5,1,1,4,999,5,9999,99,1
4405,2018,20,12,3,2,6,3,701,7,99,9,999,16,12,18,9,9,6,17,7,1995,3,1
4406,2018,20,12,3,2,6,3,701,7,99,1,45,8,8,10,1,1,99,69,3,2005,4,1
4407,2018,20,18,4,3,6,3,413,4,99,1,23,3,3,5,1,1,1,52,2,1978,1,1
4408,2018,20,18,4,3,6,3,413,4,99,1,19,2,2,4,1,1,14,6,1,2006,4,1
4409,2018,21,10,2,1,6,4,101,1,1,1,48,8,8,10,1,1,1,69,2,2001,4,1
4410,2018,21,10,2,1,6,4,101,1,1,2,23,3,3,5,1,1,4,77,5,2016,5,1
4411,2018,21,9,2,1,6,4,101,1,1,1,27,4,4,6,1,1,4,48,5,2003,4,1
4412,2018,21,9,2,1,6,4,101,1,1,1,30,5,5,7,1,1,4,6,5,2017,5,1
4413,2018,21,18,4,3,6,4,108,1,99,1,39,6,6,8,1,1,1,41,4,2000,4,1
4414,2018,21,18,4,3,6,4,108,1,99,1,32,5,5,7,9,1,4,38,4,9999,99,1
4415,2018,21,17,3,2,6,4,101,1,7,1,31,5,5,7,9,1,4,32,1,2012,5,1
4416,2018,21,17,3,2,6,4,101,1,7,2,35,6,6,8,1,1,2,41,11,2009,4,1
