﻿﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
6255,2023,7,22,Noche,Octubre,Sábado,Escuintla,Escuintla,Ignorada,Motocicleta,Benelli,Verde,Ignorado,Ignorado,Choque,4
6256,2023,7,0,Mañana,Octubre,Sábado,Quetzaltenango,Coatepeque,1,Automóvil,Mazda,Gris,2007,2000-2009,Colisión,1
6257,2023,7,3,Mañana,Octubre,Sábado,Chimaltenango,Chimaltenango,3,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
6258,2023,7,14,Tarde,Octubre,Sábado,Sacatepequez,San Lucas Sacatepéquez,Ignorada,Camioneta,Honda,Amarillo,2003,2000-2009,Colisión,3
6259,2023,7,22,Noche,Octubre,Sábado,Guatemala,Guatemala,5,Motocicleta,Honda,Negro,2021,2020-2029,Colisión,4
6260,2023,7,23,Noche,Octubre,Sábado,Escuintla,San José,Ignorada,Automóvil,Hyundai,Azul,2007,2000-2009,Colisión,4
6261,2023,8,23,Noche,Octubre,Domingo,Guatemala,Guatemala,9,Motocicleta,Haojue,Azul,Ignorado,Ignorado,Colisión,4
6262,2023,8,19,Noche,Octubre,Domingo,Guatemala,Guatemala,10,Motocicleta,MRT,Blanco,Ignorado,Ignorado,Colisión,4
6263,2023,8,16,Tarde,Octubre,Domingo,Guatemala,Guatemala,6,Camioneta,Honda,Gris,Ignorado,Ignorado,Colisión,3
6264,2023,8,1,Mañana,Octubre,Domingo,Guatemala,Guatemala,14,Automóvil,Mazda,Anaranjado,2017,2010-2019,Colisión,1
6265,2023,8,13,Tarde,Octubre,Domingo,Guatemala,Guatemala,7,Automóvil,Honda,Negro,Ignorado,Ignorado,Colisión,3
6266,2023,8,3,Mañana,Octubre,Domingo,Guatemala,Mixco,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
6267,2023,8,22,Noche,Octubre,Domingo,Guatemala,Mixco,4,Camioneta,Honda,Azul,2008,2000-2009,Colisión,4
6268,2023,8,20,Noche,Octubre,Domingo,Jutiapa,Jutiapa,Ignorada,Camioneta,Honda,Gris,2004,2000-2009,Colisión,4
6269,2023,8,2,Mañana,Octubre,Domingo,Jutiapa,Moyuta,Ignorada,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,Colisión,1
6270,2023,8,0,Mañana,Octubre,Domingo,Escuintla,Siquinalá,Ignorada,Camión,Kia,Blanco,Ignorado,Ignorado,Choque,1
6271,2023,8,2,Mañana,Octubre,Domingo,Escuintla,Escuintla,1,Motocicleta,Otros,Azul,2023,2020-2029,Colisión,1
6272,2023,8,16,Tarde,Octubre,Domingo,Escuintla,Siquinalá,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
6273,2023,8,17,Tarde,Octubre,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6274,2023,8,8,Mañana,Octubre,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
6275,2023,8,18,Noche,Octubre,Domingo,Escuintla,Tiquisate,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Choque,4
6276,2023,8,7,Mañana,Octubre,Domingo,Santa Rosa,Cuilapa,Ignorada,Pick up,Dodge,Blanco,1988,1980-1989,Colisión,2
6277,2023,8,7,Mañana,Octubre,Domingo,Alta Verapaz,San Juan Chamelco,Ignorada,Automóvil,Nissan,Gris,2020,2020-2029,Colisión,2
6278,2023,8,20,Noche,Octubre,Domingo,Izabal,Morales,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Choque,4
6279,2023,8,1,Mañana,Octubre,Domingo,Chimaltenango,El Tejar,Ignorada,Automóvil,Honda,Rojo,Ignorado,Ignorado,Choque,1
6280,2023,9,12,Tarde,Octubre,Lunes,Guatemala,San Pedro Ayampuc,Ignorada,Camión,Hyundai,Blanco,Ignorado,Ignorado,Embarrancó,3
6281,2023,9,2,Mañana,Octubre,Lunes,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Suzuki,Negro,2021,2020-2029,Colisión,1
6282,2023,9,23,Noche,Octubre,Lunes,Guatemala,Guatemala,7,Motocicleta,TVS Apache,Gris,2023,2020-2029,Derrape,4
6283,2023,9,19,Noche,Octubre,Lunes,Guatemala,Amatitlán,Ignorada,Automóvil,BYD,Ignorado,2019,2010-2019,Colisión,4
6284,2023,9,6,Mañana,Octubre,Lunes,Jutiapa,Jutiapa,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Embarrancó,2
6285,2023,9,13,Tarde,Octubre,Lunes,Jutiapa,Atescatempa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6286,2023,9,9,Mañana,Octubre,Lunes,Zacapa,Zacapa,Ignorada,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Derrape,2
6287,2023,9,20,Noche,Octubre,Lunes,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6288,2023,9,17,Tarde,Octubre,Lunes,Escuintla,San José,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,3
6289,2023,9,19,Noche,Octubre,Lunes,Santa Rosa,Barberena,Ignorada,Automóvil,Ignorado,Gris,2012,2010-2019,Choque,4
6290,2023,9,1,Mañana,Octubre,Lunes,El Progreso,Guastatoya,Ignorada,Pick up,Ignorado,Negro,Ignorado,Ignorado,Colisión,1
6291,2023,9,2,Mañana,Octubre,Lunes,Chimaltenango,Tecpán Guatemala,Ignorada,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Derrape,1
6292,2023,9,20,Noche,Octubre,Lunes,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6293,2023,10,7,Mañana,Octubre,Martes,Guatemala,Guatemala,1,Automóvil,Mitsubishi,Rojo,1999,1990-1999,Colisión,2
6294,2023,10,16,Tarde,Octubre,Martes,Guatemala,San José Pinula,Ignorada,Motocicleta,Kawasaki,Verde,Ignorado,Ignorado,Derrape,3
6295,2023,10,21,Noche,Octubre,Martes,Guatemala,Guatemala,11,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6296,2023,10,18,Noche,Octubre,Martes,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6297,2023,10,17,Tarde,Octubre,Martes,Zacapa,Huité,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
6298,2023,10,14,Tarde,Octubre,Martes,Zacapa,Estanzuela,Ignorada,Motocicleta,MRT,Rojo,Ignorado,Ignorado,Colisión,3
6299,2023,10,14,Tarde,Octubre,Martes,Escuintla,Tiquisate,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6300,2023,10,18,Noche,Octubre,Martes,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6301,2023,10,8,Mañana,Octubre,Martes,Quetzaltenango,Coatepeque,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,2
6302,2023,10,22,Noche,Octubre,Martes,Izabal,Puerto Barrios,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión,4
6303,2023,11,0,Mañana,Octubre,Miércoles,Guatemala,Guatemala,1,Camioneta,Kia,Blanco,Ignorado,Ignorado,Colisión,1
6304,2023,11,12,Tarde,Octubre,Miércoles,Zacapa,Zacapa,Ignorada,Camioneta,Toyota,Blanco,Ignorado,Ignorado,Colisión,3
6305,2023,11,17,Tarde,Octubre,Miércoles,Quetzaltenango,La Esperanza,Ignorada,Camioneta,Hyundai,Verde,Ignorado,Ignorado,Choque,3
6306,2023,11,15,Tarde,Octubre,Miércoles,Huehuetenango,Huehuetenango,Ignorada,Camioneta,Ignorado,Gris,Ignorado,Ignorado,Colisión,3
6307,2023,11,23,Noche,Octubre,Miércoles,Baja Verapaz,Salamá,Ignorada,Camión,Ignorado,Blanco,Ignorado,Ignorado,Vuelco,4
6308,2023,12,8,Mañana,Octubre,Jueves,Guatemala,Guatemala,1,Pick up,Isuzu,Gris,2022,2020-2029,Colisión,2
6309,2023,12,12,Tarde,Octubre,Jueves,Guatemala,Guatemala,15,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Choque,3
6310,2023,12,9,Mañana,Octubre,Jueves,Guatemala,Guatemala,12,Pick up,Mitsubishi,Negro,2008,2000-2009,Colisión,2
6311,2023,12,13,Tarde,Octubre,Jueves,Guatemala,Mixco,5,Motocicleta,Haojue,Negro,2023,2020-2029,Colisión,3
6312,2023,12,13,Tarde,Octubre,Jueves,Retalhuleu,Champerico,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión,3
6313,2023,12,18,Noche,Octubre,Jueves,Quetzaltenango,Coatepeque,Ignorada,Microbús,Toyota,Blanco,Ignorado,Ignorado,Colisión,4
6314,2023,12,6,Mañana,Octubre,Jueves,San Marcos,Ocós,Ignorada,Pick up,Toyota,Rojo,1986,1980-1989,Vuelco,2
6315,2023,12,19,Noche,Octubre,Jueves,El Progreso,San Agustín Acasaguastlán,Ignorada,Camioneta,Ford,Verde,Ignorado,Ignorado,Colisión,4
6316,2023,12,13,Tarde,Octubre,Jueves,Petén,San Andrés,Ignorada,Pick up,Mitsubishi,Blanco,Ignorado,Ignorado,Choque,3
6317,2023,12,13,Tarde,Octubre,Jueves,Chimaltenango,Chimaltenango,Ignorada,Bus urbano,Hyundai,Blanco,2009,2000-2009,Colisión,3
6318,2023,12,5,Mañana,Octubre,Jueves,Sacatepequez,Ciudad Vieja,Ignorada,Motocicleta,Asia Hero,Gris,Ignorado,Ignorado,Colisión,1
6319,2023,13,13,Tarde,Octubre,Viernes,Guatemala,Guatemala,3,Motocicleta,Bajaj,Negro,2019,2010-2019,Colisión,3
6320,2023,13,5,Mañana,Octubre,Viernes,Guatemala,Guatemala,1,Camión,Ignorado,Verde,Ignorado,Ignorado,Colisión,1
6321,2023,13,19,Noche,Octubre,Viernes,Guatemala,Guatemala,18,Motocicleta,Bajaj,Blanco,2022,2020-2029,Colisión,4
6322,2023,13,0,Mañana,Octubre,Viernes,Guatemala,Guatemala,Ignorada,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Derrape,1
6323,2023,13,20,Noche,Octubre,Viernes,Guatemala,Guatemala,10,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6324,2023,13,1,Mañana,Octubre,Viernes,Guatemala,Guatemala,12,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Derrape,1
6325,2023,13,17,Tarde,Octubre,Viernes,Guatemala,Petapa,7,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6326,2023,13,18,Noche,Octubre,Viernes,Guatemala,Mixco,Ignorada,Camioneta,Jeep,Café,1999,1990-1999,Colisión,4
6327,2023,13,14,Tarde,Octubre,Viernes,Escuintla,San José,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
6328,2023,13,20,Noche,Octubre,Viernes,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6329,2023,13,23,Noche,Octubre,Viernes,Guatemala,Guatemala,12,Motocicleta,Yamaha,Azul,2022,2020-2029,Colisión,4
6330,2023,13,23,Noche,Octubre,Viernes,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Colisión,4
6331,2023,14,8,Mañana,Octubre,Sábado,Guatemala,Guatemala,1,Microbús,Toyota,Verde,2007,2000-2009,Colisión,2
6332,2023,14,21,Noche,Octubre,Sábado,Guatemala,Guatemala,18,Pick up,Nissan,Ignorado,2009,2000-2009,Colisión,4
6333,2023,14,14,Tarde,Octubre,Sábado,Guatemala,Guatemala,6,Motocicleta,Bajaj,Negro,2022,2020-2029,Derrape,3
6334,2023,14,5,Mañana,Octubre,Sábado,Guatemala,Santa Catarina Pinula,Ignorada,Camión,Freightliner,Blanco,2006,2000-2009,Colisión,1
6335,2023,14,3,Mañana,Octubre,Sábado,Guatemala,Guatemala,5,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,1
6336,2023,14,2,Mañana,Octubre,Sábado,Guatemala,Villa Nueva,6,Motocicleta,Bajaj,Rojo,2005,2000-2009,Derrape,1
6337,2023,14,15,Tarde,Octubre,Sábado,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6338,2023,14,8,Mañana,Octubre,Sábado,Guatemala,Mixco,8,Camioneta,Kia,Gris,2007,2000-2009,Colisión,2
6339,2023,14,13,Tarde,Octubre,Sábado,Guatemala,Mixco,9,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6340,2023,14,18,Noche,Octubre,Sábado,Chiquimula,Chiquimula,1,Pick up,Toyota,Corinto,1994,1990-1999,Colisión,4
6341,2023,14,21,Noche,Octubre,Sábado,Zacapa,Gualán,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,4
6342,2023,14,23,Noche,Octubre,Sábado,Escuintla,San José,Ignorada,Motocicleta,MRT,Verde,Ignorado,Ignorado,Colisión,4
6343,2023,14,23,Noche,Octubre,Sábado,Escuintla,Guanagazapa,Ignorada,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,Colisión,4
6344,2023,14,18,Noche,Octubre,Sábado,Escuintla,San José,Ignorada,Camioneta,Toyota,Gris,Ignorado,Ignorado,Colisión,4
6345,2023,14,20,Noche,Octubre,Sábado,Escuintla,Escuintla,Ignorada,Motocicleta,Avanti,Negro,Ignorado,Ignorado,Choque,4
6346,2023,14,20,Noche,Octubre,Sábado,Escuintla,Tiquisate,Ignorada,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión,4
6347,2023,14,16,Tarde,Octubre,Sábado,Santa Rosa,Santa Cruz el Naranjo,Ignorada,Camioneta,Toyota,Verde,Ignorado,Ignorado,Colisión,3
6348,2023,14,10,Mañana,Octubre,Sábado,Suchitepéquez,Cuyotenango,Ignorada,Cabezal,Freightliner,Blanco,2005,2000-2009,Colisión,2
6349,2023,14,0,Mañana,Octubre,Sábado,Alta Verapaz,Panzós,Ignorada,Motocicleta,AHM,Negro,Ignorado,Ignorado,Derrape,1
6350,2023,14,18,Noche,Octubre,Sábado,Baja Verapaz,Salamá,Ignorada,Motocicleta,Movesa,Blanco,Ignorado,Ignorado,Colisión,4
6351,2023,14,6,Mañana,Octubre,Sábado,Izabal,Morales,Ignorada,Cabezal,Freightliner,Rojo,Ignorado,Ignorado,Colisión,2
6352,2023,14,14,Tarde,Octubre,Sábado,Quiché,Ixcán,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,3
6353,2023,14,22,Noche,Octubre,Sábado,Sacatepequez,Antigua Guatemala,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,4
6354,2023,15,20,Noche,Octubre,Domingo,Guatemala,Guatemala,11,Motocicleta,Asia Hero,Blanco,2022,2020-2029,Derrape,4
6355,2023,15,23,Noche,Octubre,Domingo,Guatemala,Amatitlán,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6356,2023,15,2,Mañana,Octubre,Domingo,Guatemala,Petapa,10,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape,1
6357,2023,15,1,Mañana,Octubre,Domingo,Guatemala,Mixco,4,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Derrape,1
6358,2023,15,20,Noche,Octubre,Domingo,Jalapa,Jalapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6359,2023,15,0,Mañana,Octubre,Domingo,Chiquimula,Chiquimula,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
6360,2023,15,5,Mañana,Octubre,Domingo,Zacapa,Zacapa,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape,1
6361,2023,15,21,Noche,Octubre,Domingo,Zacapa,Teculután,Ignorada,Motocicleta,Haojue,Negro,2019,2010-2019,Derrape,4
6362,2023,15,19,Noche,Octubre,Domingo,Escuintla,Palín,Ignorada,Automóvil,Nissan,Negro,Ignorado,Ignorado,Colisión,4
6363,2023,15,12,Tarde,Octubre,Domingo,Escuintla,Santa Lucía Cotzumalguapa,1,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión,3
6364,2023,15,21,Noche,Octubre,Domingo,Escuintla,Tiquisate,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,4
6365,2023,15,20,Noche,Octubre,Domingo,Quetzaltenango,Quetzaltenango,5,Bus urbano,Internacional,Ignorado,Ignorado,Ignorado,Colisión,4
6366,2023,15,9,Mañana,Octubre,Domingo,San Marcos,Ayutla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
6367,2023,15,17,Tarde,Octubre,Domingo,Baja Verapaz,San Jerónimo,Ignorada,Automóvil,Toyota,Azul,Ignorado,Ignorado,Colisión,3
6368,2023,15,Ignorada,Ignorada,Octubre,Domingo,El Progreso,Guastatoya,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,5
6369,2023,15,6,Mañana,Octubre,Domingo,Izabal,Morales,Ignorada,Cabezal,Freightliner,Blanco,2006,2000-2009,Colisión,2
6370,2023,15,22,Noche,Octubre,Domingo,Chimaltenango,San Martín Jilotepeque,Ignorada,Motocicleta,Bajaj,Gris,2021,2020-2029,Derrape,4
6371,2023,15,14,Tarde,Octubre,Domingo,Chimaltenango,San José  Poaquíl,Ignorada,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Colisión,3
6372,2023,15,22,Noche,Octubre,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6373,2023,16,13,Tarde,Octubre,Lunes,Guatemala,San José del Golfo,Ignorada,Moto taxi,Bajaj,Rojo,Ignorado,Ignorado,Vuelco,3
6374,2023,16,17,Tarde,Octubre,Lunes,Guatemala,Guatemala,17,Motocicleta,TVS Apache,Rojo,2022,2020-2029,Derrape,3
6375,2023,16,15,Tarde,Octubre,Lunes,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Haojue,Rojo,2004,2000-2009,Derrape,3
6376,2023,16,5,Mañana,Octubre,Lunes,Guatemala,Guatemala,11,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Derrape,1
6377,2023,16,2,Mañana,Octubre,Lunes,Escuintla,Siquinalá,Ignorada,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Vuelco,1
6378,2023,16,14,Tarde,Octubre,Lunes,Escuintla,Palín,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6379,2023,17,14,Tarde,Octubre,Martes,Guatemala,Guatemala,2,Automóvil,Chevrolet,Negro,2006,2000-2009,Colisión,3
6380,2023,17,19,Noche,Octubre,Martes,Guatemala,Mixco,6,Automóvil,Hyundai,Blanco,2000,2000-2009,Colisión,4
6381,2023,17,7,Mañana,Octubre,Martes,Guatemala,Mixco,4,Camioneta,Hyundai,Gris,Ignorado,Ignorado,Colisión,2
6382,2023,17,20,Noche,Octubre,Martes,Zacapa,Teculután,Ignorada,Motocicleta,Suzuki,Rojo,2011,2010-2019,Colisión,4
6383,2023,17,19,Noche,Octubre,Martes,Zacapa,Zacapa,Ignorada,Motocicleta,Freedom,Ignorado,Ignorado,Ignorado,Derrape,4
6384,2023,17,15,Tarde,Octubre,Martes,Escuintla,Palín,Ignorada,Camión,Internacional,Celeste,2002,2000-2009,Colisión,3
6385,2023,17,12,Tarde,Octubre,Martes,Santa Rosa,Barberena,Ignorada,Automóvil,Nissan,Beige,Ignorado,Ignorado,Colisión,3
6386,2023,17,11,Mañana,Octubre,Martes,Suchitepéquez,Mazatenango,Ignorada,Camioneta,Toyota,Negro,Ignorado,Ignorado,Colisión,2
6387,2023,17,16,Tarde,Octubre,Martes,El Progreso,San Antonio la Paz,Ignorada,Pick up,Chevrolet,Gris,2005,2000-2009,Colisión,3
6388,2023,17,0,Mañana,Octubre,Martes,Chimaltenango,Chimaltenango,2,Motocicleta,Serpento,Rojo,2023,2020-2029,Choque,1
6389,2023,18,2,Mañana,Octubre,Miércoles,Guatemala,Villa Nueva,4,Automóvil,Honda,Gris,2004,2000-2009,Colisión,1
6390,2023,18,5,Mañana,Octubre,Miércoles,Guatemala,Mixco,4,Camión,Kia,Blanco,Ignorado,Ignorado,Colisión,1
6391,2023,18,10,Mañana,Octubre,Miércoles,Guatemala,Guatemala,7,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,Colisión,2
6392,2023,18,8,Mañana,Octubre,Miércoles,Sacatepequez,San Lucas Sacatepéquez,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
6393,2023,18,1,Mañana,Octubre,Miércoles,Quetzaltenango,Colomba,Ignorada,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Derrape,1
6394,2023,18,14,Tarde,Octubre,Miércoles,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Bajaj,Negro,2020,2020-2029,Colisión,3
6395,2023,18,14,Tarde,Octubre,Miércoles,Chimaltenango,Chimaltenango,Ignorada,Camioneta,Honda,Gris,2006,2000-2009,Colisión,3
6396,2023,18,2,Mañana,Octubre,Miércoles,Baja Verapaz,Purulhá,Ignorada,Automóvil,Ignorado,Rojo,Ignorado,Ignorado,Choque,1
6397,2023,18,19,Noche,Octubre,Miércoles,Escuintla,Palín,Ignorada,Automóvil,Mazda,Gris,2005,2000-2009,Colisión,4
6398,2023,18,23,Noche,Octubre,Miércoles,Santa Rosa,Nueva Santa Rosa,Ignorada,Camioneta,Honda,Morado,Ignorado,Ignorado,Colisión,4
6399,2023,18,21,Noche,Octubre,Miércoles,Guatemala,Villa Nueva,3,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Colisión,4
6400,2023,19,15,Tarde,Octubre,Jueves,Guatemala,Santa Catarina Pinula,Ignorada,Automóvil,Nissan,Gris,2007,2000-2009,Derrape,3
6401,2023,19,20,Noche,Octubre,Jueves,Guatemala,Guatemala,11,Camioneta,Hyundai,Gris,2007,2000-2009,Colisión,4
6402,2023,19,13,Tarde,Octubre,Jueves,Guatemala,Villa Nueva,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6403,2023,19,19,Noche,Octubre,Jueves,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape,4
6404,2023,19,10,Mañana,Octubre,Jueves,Guatemala,Mixco,4,Automóvil,Toyota,Verde,1996,1990-1999,Colisión,2
6405,2023,19,8,Mañana,Octubre,Jueves,Guatemala,Mixco,4,Camioneta,Honda,Gris,2007,2000-2009,Colisión,2
6406,2023,19,0,Mañana,Octubre,Jueves,Escuintla,Palín,Ignorada,Microbús,Hyundai,Blanco,2001,2000-2009,Colisión,1
6407,2023,19,9,Mañana,Octubre,Jueves,Santa Rosa,Santa Cruz el Naranjo,Ignorada,Bus urbano,Ignorado,Verde,Ignorado,Ignorado,Colisión,2
6408,2023,19,16,Tarde,Octubre,Jueves,Santa Rosa,Taxisco,Ignorada,Automóvil,Honda,Negro,Ignorado,Ignorado,Choque,3
6409,2023,19,0,Mañana,Octubre,Jueves,Retalhuleu,San Martín Zapotitlán,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
6410,2023,19,6,Mañana,Octubre,Jueves,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2
6411,2023,19,16,Tarde,Octubre,Jueves,Sacatepequez,Santa Lucía Milpas Altas,Ignorada,Motocicleta,Ignorado,Gris,Ignorado,Ignorado,Colisión,3
6412,2023,20,2,Mañana,Octubre,Viernes,Guatemala,Guatemala,12,Motocicleta,Asia Hero,Rojo,Ignorado,Ignorado,Derrape,1
6413,2023,20,1,Mañana,Octubre,Viernes,Guatemala,Guatemala,11,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,1
6414,2023,20,2,Mañana,Octubre,Viernes,Guatemala,Mixco,1,Panel,Changan,Blanco,2023,2020-2029,Embarrancó,1
6415,2023,20,19,Noche,Octubre,Viernes,Chiquimula,Quezaltepeque,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6416,2023,20,19,Noche,Octubre,Viernes,Chiquimula,Quezaltepeque,Ignorada,Automóvil,Honda,Azul,Ignorado,Ignorado,Colisión,4
6417,2023,20,21,Noche,Octubre,Viernes,Guatemala,San José Pinula,Ignorada,Motocicleta,Italika,Negro,2022,2020-2029,Colisión,4
6418,2023,20,20,Noche,Octubre,Viernes,Guatemala,Guatemala,10,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6419,2023,20,1,Mañana,Octubre,Viernes,Izabal,Puerto Barrios,Ignorada,Automóvil,Honda,Negro,2007,2000-2009,Colisión,1
6420,2023,20,0,Mañana,Octubre,Viernes,Quetzaltenango,Quetzaltenango,3,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisión,1
6421,2023,20,3,Mañana,Octubre,Viernes,Quetzaltenango,Quetzaltenango,3,Camión,Hino,Blanco,2003,2000-2009,Colisión,1
6422,2023,20,3,Mañana,Octubre,Viernes,Quetzaltenango,Quetzaltenango,3,Camioneta,Ignorado,Corinto,2007,2000-2009,Colisión,1
6423,2023,20,20,Noche,Octubre,Viernes,Baja Verapaz,Purulhá,Ignorada,Pick up,Ignorado,Blanco,Ignorado,Ignorado,Colisión,4
6424,2023,20,20,Noche,Octubre,Viernes,Sololá,Sololá,Ignorada,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,Derrape,4
6425,2023,20,14,Tarde,Octubre,Viernes,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Italika,Negro,2022,2020-2029,Derrape,3
6426,2023,20,0,Mañana,Octubre,Viernes,Suchitepéquez,Mazatenango,Ignorada,Automóvil,Toyota,Corinto,2003,2000-2009,Colisión,1
6427,2023,20,12,Tarde,Octubre,Viernes,Escuintla,Escuintla,Ignorada,Camión,Internacional,Blanco,2014,2010-2019,Colisión,3
6428,2023,20,3,Mañana,Octubre,Viernes,Escuintla,San José,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
6429,2023,20,11,Mañana,Octubre,Viernes,Escuintla,Siquinalá,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2
6430,2023,20,14,Tarde,Octubre,Viernes,Sacatepequez,Antigua Guatemala,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
6431,2023,20,17,Tarde,Octubre,Viernes,Guatemala,Guatemala,21,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape,3
6432,2023,20,23,Noche,Octubre,Viernes,Escuintla,Escuintla,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,4
6433,2023,21,19,Noche,Octubre,Sábado,Guatemala,Guatemala,11,Cabezal,Honda,Negro,Ignorado,Ignorado,Colisión,4
